track_id,start,end,closest,min_axis_km,min_penumbra_edge_km,moon_distance_at_closest_km,actual_eclipse_count,actual_eclipse_types
207,2016-09-23T12:00:00Z,2016-10-09T00:00:00Z,2016-09-30T23:45:00Z,15833.4,12222.6,401537.8,0,
208,2016-10-23T00:00:00Z,2016-11-07T18:00:00Z,2016-10-30T17:15:00Z,30023.9,26378.8,406264.6,0,
209,2016-11-21T12:00:00Z,2016-12-07T06:00:00Z,2016-11-29T12:15:00Z,35342.6,31690.0,405614.9,0,
210,2016-12-21T06:00:00Z,2017-01-05T18:00:00Z,2016-12-29T07:30:00Z,29649.9,26018.6,399501.9,0,
211,2017-01-20T00:00:00Z,2017-02-04T00:00:00Z,2017-01-28T00:30:00Z,15138.2,11553.3,389554.6,0,
212,2017-02-19T00:00:00Z,2017-03-05T06:00:00Z,2017-02-26T15:00:00Z,2944.6,-577.7,378191.7,1,Annular
213,2017-03-20T18:00:00Z,2017-04-03T18:00:00Z,2017-03-28T02:30:00Z,18917.1,15459.2,367932.4,0,
214,2017-04-19T12:00:00Z,2017-05-03T00:00:00Z,2017-04-26T12:00:00Z,28891.1,25484.7,360566.4,0,
215,2017-05-19T06:00:00Z,2017-06-01T12:00:00Z,2017-05-25T19:45:00Z,31052.0,27672.7,357261.1,0,
216,2017-06-17T12:00:00Z,2017-07-01T00:00:00Z,2017-06-24T03:00:00Z,25403.2,22022.3,358367.5,0,
217,2017-07-17T00:00:00Z,2017-07-30T12:00:00Z,2017-07-23T10:00:00Z,13288.0,9879.2,363571.2,0,
218,2017-08-15T06:00:00Z,2017-08-29T06:00:00Z,2017-08-21T18:30:00Z,2799.8,-656.8,372115.3,1,Total
219,2017-09-13T12:00:00Z,2017-09-28T00:00:00Z,2017-09-20T05:00:00Z,19156.2,15640.1,382655.4,0,
220,2017-10-12T18:00:00Z,2017-10-27T18:00:00Z,2017-10-19T18:45:00Z,31284.6,27706.3,393437.9,0,
221,2017-11-11T00:00:00Z,2017-11-26T12:00:00Z,2017-11-18T11:45:00Z,34809.4,31177.3,402118.3,0,
222,2017-12-10T12:00:00Z,2017-12-26T06:00:00Z,2017-12-18T07:00:00Z,27575.8,23912.0,406411.9,0,
223,2018-01-09T00:00:00Z,2018-01-24T18:00:00Z,2018-01-17T02:45:00Z,11521.1,7859.6,405081.2,0,
224,2018-02-07T18:00:00Z,2018-02-23T06:00:00Z,2018-02-15T20:45:00Z,7736.3,4113.1,398587.1,1,Partial
225,2018-03-09T12:00:00Z,2018-03-24T12:00:00Z,2018-03-17T12:45:00Z,23661.6,20102.1,388614.8,0,
226,2018-04-08T12:00:00Z,2018-04-22T18:00:00Z,2018-04-16T01:45:00Z,31880.3,28390.5,377577.7,0,
227,2018-05-08T06:00:00Z,2018-05-22T00:00:00Z,2018-05-15T12:00:00Z,31103.1,27671.8,367711.3,0,
228,2018-06-07T00:00:00Z,2018-06-20T06:00:00Z,2018-06-13T20:15:00Z,22510.9,19117.1,360676.5,0,
229,2018-07-06T12:00:00Z,2018-07-19T18:00:00Z,2018-07-13T03:00:00Z,8637.8,5257.6,357482.5,1,Partial
230,2018-08-05T00:00:00Z,2018-08-07T06:00:00Z,2018-08-07T18:00:00Z,286027.3,283238.3,365694.2,0,
